user_id,post_date,join_date,location,profile_posts
75975,01-01-2014,Jul 2010,"jackson county, alabama, usa","10,065"
61741,01-01-2014,Jan 2005,"Hamilton, Alabama","2,983"
75892,01-01-2014,Jul 2010,"Auckland,Auckland,New Zealand","9,932"
70576,01-01-2014,May 2009,"Canterbry, UK","2,465"
68834,01-03-2014,Dec 2008,"SOMERSET, ENGLAND",461
60655,01-03-2014,Aug 2002,"Nehawka, Nebraska USA","53,582"
85882,01-03-2014,May 2012,"Sacramento, CA, USA","5,453"
97794,01-03-2014,Oct 2013,Finland,"1,673"
85882,01-03-2014,May 2012,"Sacramento, CA, USA","5,453"
97794,01-03-2014,Oct 2013,Finland,"1,673"
